상호명,대표주소,네이버플레이스,네이버지도검색링크,네이버예약URL,지역_시도,지역_시군구,지역_읍면동,식당유형_대,식당유형_세부,주요리_대표,검색태그,배지,출처유형,근거URL,근거문구,최종업데이트
경찰서옆초밥집,부산광역시 부산진구 부전로111번길 15 1층,"https://map.naver.com/p/entry/place/1992669143?placePath=%2Fhome&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1992669143?placePath=%2Fhome&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%B2%BD%EC%B0%B0%EC%84%9C%EC%98%86%EC%B4%88%EB%B0%A5%EC%A7%91%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%B6%80%EC%82%B0%EC%A7%84%EA%B5%AC%20%EB%B6%80%EC%A0%84%EB%A1%9C111%EB%B2%88%EA%B8%B8%2015%201%EC%B8%B5,부산광역시,부산진구,부전동,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
계동갈비,경기도 용인시 기흥구 관곡로 56,"https://map.naver.com/p/entry/place/1379991357?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072228&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1379991357?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072228&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%B3%84%EB%8F%99%EA%B0%88%EB%B9%84%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%9A%A9%EC%9D%B8%EC%8B%9C%20%EA%B8%B0%ED%9D%A5%EA%B5%AC%20%EA%B4%80%EA%B3%A1%EB%A1%9C%2056,경기도,용인시 기흥구,구갈동,한식,고기/구이,갈비,"한식,갈비",오직미클럽,ozicme-base,,,2026-02-05
고궁,전북 전주시 덕진구 송천중앙로 33,"https://map.naver.com/p/entry/place/11710588?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101515&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/11710588?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101515&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%B3%A0%EA%B6%81%20%EC%A0%84%EB%B6%81%20%EC%A0%84%EC%A3%BC%EC%8B%9C%20%EB%8D%95%EC%A7%84%EA%B5%AC%20%EC%86%A1%EC%B2%9C%EC%A4%91%EC%95%99%EB%A1%9C%2033,전북특별자치도,전주시,송천동,한식,비빔밥,전주비빔밥,"전주,비빔밥,옥토진미,쌀밥",오직미클럽,ozicme-base,,,2026-02-05
고기80,경기도 화성시 석우동 32-4 프리언스 오피스텔 105호,"https://map.naver.com/p/entry/place/1784323232?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072058&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1784323232?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072058&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%B3%A0%EA%B8%B080%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%99%94%EC%84%B1%EC%8B%9C%20%EC%84%9D%EC%9A%B0%EB%8F%99%2032-4%20%ED%94%84%EB%A6%AC%EC%96%B8%EC%8A%A4%20%EC%98%A4%ED%94%BC%EC%8A%A4%ED%85%94%20105%ED%98%B8,경기도,화성시,석우동,일식,일식,우동,"일식,우동",오직미클럽,ozicme-base,,,2026-02-05
고기집꾸워,서울특별시 은평구 신사동 29-1 신창빌딩 1층 고기집 꾸워,"https://map.naver.com/p/entry/place/38009154?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101711&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/38009154?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101711&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%B3%A0%EA%B8%B0%EC%A7%91%EA%BE%B8%EC%9B%8C%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%8B%A0%EC%82%AC%EB%8F%99%2029-1%20%EC%8B%A0%EC%B0%BD%EB%B9%8C%EB%94%A9%201%EC%B8%B5%20%EA%B3%A0%EA%B8%B0%EC%A7%91%20%EA%BE%B8%EC%9B%8C,서울특별시,은평구,신사동,한식,고기/구이,고기구이,"한식,고기구이",오직미클럽,ozicme-base,,,2026-02-05
고려왕족발,경기도 수원시 팔달구 경수대로 567 1층,"https://map.naver.com/p/entry/place/19779972?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061612&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/19779972?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061612&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%B3%A0%EB%A0%A4%EC%99%95%EC%A1%B1%EB%B0%9C%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%88%98%EC%9B%90%EC%8B%9C%20%ED%8C%94%EB%8B%AC%EA%B5%AC%20%EA%B2%BD%EC%88%98%EB%8C%80%EB%A1%9C%20567%201%EC%B8%B5,경기도,수원시 팔달구,인계동,한식,고기/구이,족발,"한식,족발/보쌈,족발",오직미클럽,ozicme-base,,,2026-02-05
고향지칼국수,부산광역시 남구 용당동 466-6 고향집 칼국수,"https://map.naver.com/p/entry/place/16851214?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101654&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/16851214?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101654&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%B3%A0%ED%96%A5%EC%A7%80%EC%B9%BC%EA%B5%AD%EC%88%98%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%82%A8%EA%B5%AC%20%EC%9A%A9%EB%8B%B9%EB%8F%99%20466-6%20%EA%B3%A0%ED%96%A5%EC%A7%91%20%EC%B9%BC%EA%B5%AD%EC%88%98,부산광역시,남구,용당동,한식,면요리,칼국수,"한식,칼국수,면",오직미클럽,ozicme-base,,,2026-02-05
골목삼겹,서울특별시 중랑구 봉화산로54길 13,"https://map.naver.com/p/entry/place/1135325434?placePath=%2Fhome&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1135325434?placePath=%2Fhome&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%B3%A8%EB%AA%A9%EC%82%BC%EA%B2%B9%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%A4%91%EB%9E%91%EA%B5%AC%20%EB%B4%89%ED%99%94%EC%82%B0%EB%A1%9C54%EA%B8%B8%2013,서울특별시,중랑구,신내동,한식,고기/구이,삼겹살,"한식,삼겹살,삼겹",오직미클럽,ozicme-base,,,2026-02-05
광어회포차,경상북도 구미시 봉곡동 433-1,"https://map.naver.com/p/entry/place/1836430195?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072315&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1836430195?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072315&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%B4%91%EC%96%B4%ED%9A%8C%ED%8F%AC%EC%B0%A8%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EA%B5%AC%EB%AF%B8%EC%8B%9C%20%EB%B4%89%EA%B3%A1%EB%8F%99%20433-1,경상북도,구미시,봉곡동,주점,해산물/회,주류/안주,"주점,펍/바,주류/안주,바,펍",오직미클럽,ozicme-base,,,2026-02-05
광희이모꼬마김밥,충청남도 공주시 신금2길 31 상가동104호,"https://map.naver.com/p/entry/place/1984173101?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101614&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1984173101?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101614&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%B4%91%ED%9D%AC%EC%9D%B4%EB%AA%A8%EA%BC%AC%EB%A7%88%EA%B9%80%EB%B0%A5%20%EC%B6%A9%EC%B2%AD%EB%82%A8%EB%8F%84%20%EA%B3%B5%EC%A3%BC%EC%8B%9C%20%EC%8B%A0%EA%B8%882%EA%B8%B8%2031%20%EC%83%81%EA%B0%80%EB%8F%99104%ED%98%B8,충청남도,공주시,신관동,분식,분식,김밥,"분식,김밥",오직미클럽,ozicme-base,,,2026-02-05
구구식당,강원도 속초시 청봉로 87,"https://map.naver.com/p/entry/place/15018524?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072302&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/15018524?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072302&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%B5%AC%EA%B5%AC%EC%8B%9D%EB%8B%B9%20%EA%B0%95%EC%9B%90%EB%8F%84%20%EC%86%8D%EC%B4%88%EC%8B%9C%20%EC%B2%AD%EB%B4%89%EB%A1%9C%2087,강원특별자치도,속초시,설악동,한식,정식/백반,백반/정식,"한식,백반/정식,백반",오직미클럽,ozicme-base,,,2026-02-05
국밥생각,경기도 수원시 영통구 원천동 78-52 1층,"https://map.naver.com/p/entry/place/1981233563?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101615&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1981233563?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101615&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%B5%AD%EB%B0%A5%EC%83%9D%EA%B0%81%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%98%81%ED%86%B5%EA%B5%AC%20%EC%9B%90%EC%B2%9C%EB%8F%99%2078-52%201%EC%B8%B5,경기도,수원시 영통구,원천동,한식,국밥/탕,국밥,"한식,국밥",오직미클럽,ozicme-base,,,2026-02-05
국장수식당,경상북도 칠곡군 약목면 금오대로 11,"https://map.naver.com/p/entry/place/1044144218?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101615&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1044144218?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101615&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%B5%AD%EC%9E%A5%EC%88%98%EC%8B%9D%EB%8B%B9%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EC%B9%A0%EA%B3%A1%EA%B5%B0%20%EC%95%BD%EB%AA%A9%EB%A9%B4%20%EA%B8%88%EC%98%A4%EB%8C%80%EB%A1%9C%2011,경상북도,칠곡군,약목면,한식,정식/백반,백반/정식,"한식,백반/정식,백반",오직미클럽,ozicme-base,,,2026-02-05
금문도,인천광역시 강화군 강화읍 중앙로 43 2층 213호,"https://map.naver.com/p/entry/place/19714755?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101528&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/19714755?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101528&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%B8%88%EB%AC%B8%EB%8F%84%20%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B0%95%ED%99%94%EA%B5%B0%20%EA%B0%95%ED%99%94%EC%9D%8D%20%EC%A4%91%EC%95%99%EB%A1%9C%2043%202%EC%B8%B5%20213%ED%98%B8,인천광역시,강화군,강화읍,중식,중식당,볶음밥,"강화,강화섬쌀,중식",오직미클럽,ozicme-base,,,2026-02-05
금보라꼬마김밥,경상북도 경주시 화랑로 95,"https://map.naver.com/p/entry/place/1842038826?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101616&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1842038826?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101616&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%B8%88%EB%B3%B4%EB%9D%BC%EA%BC%AC%EB%A7%88%EA%B9%80%EB%B0%A5%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EA%B2%BD%EC%A3%BC%EC%8B%9C%20%ED%99%94%EB%9E%91%EB%A1%9C%2095,경상북도,경주시,동부동,분식,분식,김밥,"분식,김밥",오직미클럽,ozicme-base,,,2026-02-05
금양양갈비,인천광역시 중구 운서동 2793-2 영종해수사우나 107호 금양 양갈비,"https://map.naver.com/p/entry/place/1980067074?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061425&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1980067074?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061425&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%B8%88%EC%96%91%EC%96%91%EA%B0%88%EB%B9%84%20%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%A4%91%EA%B5%AC%20%EC%9A%B4%EC%84%9C%EB%8F%99%202793-2%20%EC%98%81%EC%A2%85%ED%95%B4%EC%88%98%EC%82%AC%EC%9A%B0%EB%82%98%20107%ED%98%B8%20%EA%B8%88%EC%96%91%20%EC%96%91%EA%B0%88%EB%B9%84,인천광역시,중구,운서동,한식,고기/구이,갈비,"한식,갈비",오직미클럽,ozicme-base,,,2026-02-05
금호국밥감자탕,광주광역시 서구 죽봉대로94번길 9 금호국밥,"https://map.naver.com/p/entry/place/16012293?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061628&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/16012293?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061628&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%B8%88%ED%98%B8%EA%B5%AD%EB%B0%A5%EA%B0%90%EC%9E%90%ED%83%95%20%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%84%9C%EA%B5%AC%20%EC%A3%BD%EB%B4%89%EB%8C%80%EB%A1%9C94%EB%B2%88%EA%B8%B8%209%20%EA%B8%88%ED%98%B8%EA%B5%AD%EB%B0%A5,광주광역시,서구,,한식,국밥/탕,국밥,"한식,국밥",오직미클럽,ozicme-base,,,2026-02-05
길손칼국수,울산광역시 중구 중앙길 43,"https://map.naver.com/p/entry/place/21460605?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101745&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/21460605?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101745&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%B8%B8%EC%86%90%EC%B9%BC%EA%B5%AD%EC%88%98%20%EC%9A%B8%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%A4%91%EA%B5%AC%20%EC%A4%91%EC%95%99%EA%B8%B8%2043,울산광역시,중구,성남동,한식,면요리,칼국수,"한식,칼국수,면",오직미클럽,ozicme-base,,,2026-02-05
김밥나라,전북특별자치도 순창군 순창읍 장류로 365,"https://map.naver.com/p/entry/place/1161513733?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072305&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1161513733?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072305&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%B9%80%EB%B0%A5%EB%82%98%EB%9D%BC%20%EC%A0%84%EB%B6%81%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EC%88%9C%EC%B0%BD%EA%B5%B0%20%EC%88%9C%EC%B0%BD%EC%9D%8D%20%EC%9E%A5%EB%A5%98%EB%A1%9C%20365,전북특별자치도,순창군,순창읍,분식,분식,김밥,"분식,김밥",오직미클럽,ozicme-base,,,2026-02-05
김밥또바기,부산광역시 기장군 일광읍 일광로 111,"https://map.naver.com/p/entry/place/1617968347?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101653&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1617968347?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101653&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%B9%80%EB%B0%A5%EB%98%90%EB%B0%94%EA%B8%B0%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B8%B0%EC%9E%A5%EA%B5%B0%20%EC%9D%BC%EA%B4%91%EC%9D%8D%20%EC%9D%BC%EA%B4%91%EB%A1%9C%20111,부산광역시,기장군,일광읍,주점,분식,주류/안주,"주점,펍/바,주류/안주,바,펍",오직미클럽,ozicme-base,,,2026-02-05
김밥클래스,"경기도 수원시 팔달구 인계로 154, 지하1층","https://map.naver.com/p/entry/place/1420476835?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072311&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1420476835?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072311&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%B9%80%EB%B0%A5%ED%81%B4%EB%9E%98%EC%8A%A4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%88%98%EC%9B%90%EC%8B%9C%20%ED%8C%94%EB%8B%AC%EA%B5%AC%20%EC%9D%B8%EA%B3%84%EB%A1%9C%20154%2C%20%EC%A7%80%ED%95%981%EC%B8%B5,경기도,수원시 팔달구,인계동,분식,분식,김밥,"분식,김밥",오직미클럽,ozicme-base,,,2026-02-05
김포금쌀밥집 지미재,경기도 김포시 양촌읍 석모리 1041,https://map.naver.com/p/entry/place/1890301806,https://map.naver.com/p/entry/place/1890301806,https://map.naver.com/p/search/%EA%B9%80%ED%8F%AC%EA%B8%88%EC%8C%80%EB%B0%A5%EC%A7%91%20%EC%A7%80%EB%AF%B8%EC%9E%AC%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B9%80%ED%8F%AC%EC%8B%9C%20%EC%96%91%EC%B4%8C%EC%9D%8D%20%EC%84%9D%EB%AA%A8%EB%A6%AC%201041,경기도,김포시,양촌읍,한식,한정식,한상정식,"김포,한정식,김포금쌀",오직미클럽,ozicme-base,,,2026-02-05
깡돌찜닭,경상남도 창원시 의창구 용호동 73-20 용호빌딩 201호,"https://map.naver.com/p/entry/place/35346755?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101619&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/35346755?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101619&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%B9%A1%EB%8F%8C%EC%B0%9C%EB%8B%AD%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%EC%B0%BD%EC%9B%90%EC%8B%9C%20%EC%9D%98%EC%B0%BD%EA%B5%AC%20%EC%9A%A9%ED%98%B8%EB%8F%99%2073-20%20%EC%9A%A9%ED%98%B8%EB%B9%8C%EB%94%A9%20201%ED%98%B8,경상남도,창원시 의창구,용호동,기타,기타(주점/카페/뷔페/기타),미상,미상,오직미클럽,ozicme-base,,,2026-02-05
꼴통숯불구이,경상북도 구미시 봉곡동로 32,"https://map.naver.com/p/entry/place/31850070?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072222&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/31850070?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072222&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%BC%B4%ED%86%B5%EC%88%AF%EB%B6%88%EA%B5%AC%EC%9D%B4%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EA%B5%AC%EB%AF%B8%EC%8B%9C%20%EB%B4%89%EA%B3%A1%EB%8F%99%EB%A1%9C%2032,경상북도,구미시,봉곡동,한식,고기/구이,고기구이,"한식,고기구이",오직미클럽,ozicme-base,,,2026-02-05
꿀밤식당,울산광역시 중구 함월14길 9 한양크라이존 B동1층,"https://map.naver.com/p/entry/place/1255315785?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101620&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1255315785?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101620&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EA%BF%80%EB%B0%A4%EC%8B%9D%EB%8B%B9%20%EC%9A%B8%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%A4%91%EA%B5%AC%20%ED%95%A8%EC%9B%9414%EA%B8%B8%209%20%ED%95%9C%EC%96%91%ED%81%AC%EB%9D%BC%EC%9D%B4%EC%A1%B4%20B%EB%8F%991%EC%B8%B5,울산광역시,중구,,한식,정식/백반,백반/정식,"한식,백반/정식,백반",오직미클럽,ozicme-base,,,2026-02-05
나츠미스시,경기도 수원시 팔달구 인계로 154 경기도 수원시 팔달구 인계로 154.지하1층,"https://map.naver.com/p/entry/place/1611590087?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072224&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1611590087?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072224&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%82%98%EC%B8%A0%EB%AF%B8%EC%8A%A4%EC%8B%9C%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%88%98%EC%9B%90%EC%8B%9C%20%ED%8C%94%EB%8B%AC%EA%B5%AC%20%EC%9D%B8%EA%B3%84%EB%A1%9C%20154%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%88%98%EC%9B%90%EC%8B%9C%20%ED%8C%94%EB%8B%AC%EA%B5%AC%20%EC%9D%B8%EA%B3%84%EB%A1%9C%20154.%EC%A7%80%ED%95%981%EC%B8%B5,경기도,수원시 팔달구,인계동,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
낙산해신물회,강원특별자치도 양양군 강현면 해맞이길 42-2 낙산해신물회 1층,"https://map.naver.com/p/entry/place/2036428949?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601052137&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/2036428949?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601052137&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%82%99%EC%82%B0%ED%95%B4%EC%8B%A0%EB%AC%BC%ED%9A%8C%20%EA%B0%95%EC%9B%90%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EC%96%91%EC%96%91%EA%B5%B0%20%EA%B0%95%ED%98%84%EB%A9%B4%20%ED%95%B4%EB%A7%9E%EC%9D%B4%EA%B8%B8%2042-2%20%EB%82%99%EC%82%B0%ED%95%B4%EC%8B%A0%EB%AC%BC%ED%9A%8C%201%EC%B8%B5,강원특별자치도,양양군,강현면,해산물,해산물/회,물회,"해산물,물회",오직미클럽,ozicme-base,,,2026-02-05
남강아구찜,경상남도 진주시 망경로 227-1 1층,"https://map.naver.com/p/entry/place/1959431412?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061707&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1959431412?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061707&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%82%A8%EA%B0%95%EC%95%84%EA%B5%AC%EC%B0%9C%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%EC%A7%84%EC%A3%BC%EC%8B%9C%20%EB%A7%9D%EA%B2%BD%EB%A1%9C%20227-1%201%EC%B8%B5,경상남도,진주시,망경동,기타,기타(주점/카페/뷔페/기타),미상,미상,오직미클럽,ozicme-base,,,2026-02-05
남매한우숯불,경상북도 경주시 건천읍 단석로 2037-3,"https://map.naver.com/p/entry/place/1093348373?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061635&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1093348373?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061635&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%82%A8%EB%A7%A4%ED%95%9C%EC%9A%B0%EC%88%AF%EB%B6%88%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EA%B2%BD%EC%A3%BC%EC%8B%9C%20%EA%B1%B4%EC%B2%9C%EC%9D%8D%20%EB%8B%A8%EC%84%9D%EB%A1%9C%202037-3,경상북도,경주시,건천읍,한식,고기/구이,고기구이,"한식,고기구이",오직미클럽,ozicme-base,,,2026-02-05
