상호명,대표주소,네이버플레이스,네이버지도검색링크,네이버예약URL,지역_시도,지역_시군구,지역_읍면동,식당유형_대,식당유형_세부,주요리_대표,검색태그,배지,출처유형,근거URL,근거문구,최종업데이트
춘리마라탕,경기도 남양주시 순화궁로 339 1층 103호,"https://map.naver.com/p/entry/place/1242345350?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061620&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1242345350?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061620&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%B6%98%EB%A6%AC%EB%A7%88%EB%9D%BC%ED%83%95%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%82%A8%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%88%9C%ED%99%94%EA%B6%81%EB%A1%9C%20339%201%EC%B8%B5%20103%ED%98%B8,경기도,남양주시,별내동,중식,중식,마라탕/샹궈,"중식,마라,마라탕/샹궈",오직미클럽,ozicme-base,,,2026-02-05
칼언니횟집,강원특별자치도 강릉시 금성로 21 지하어시장 69.70호,"https://map.naver.com/p/entry/place/1199001976?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061402&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1199001976?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061402&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%B9%BC%EC%96%B8%EB%8B%88%ED%9A%9F%EC%A7%91%20%EA%B0%95%EC%9B%90%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EA%B0%95%EB%A6%89%EC%8B%9C%20%EA%B8%88%EC%84%B1%EB%A1%9C%2021%20%EC%A7%80%ED%95%98%EC%96%B4%EC%8B%9C%EC%9E%A5%2069.70%ED%98%B8,강원특별자치도,강릉시,성남동,해산물,해산물/회,회,"해산물,횟집,회",오직미클럽,ozicme-base,,,2026-02-05
콤비식당,경기도 남양주시 진접읍 금강로 1580,"https://map.naver.com/p/entry/place/884416962?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101527&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/884416962?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101527&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%BD%A4%EB%B9%84%EC%8B%9D%EB%8B%B9%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%82%A8%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%A7%84%EC%A0%91%EC%9D%8D%20%EA%B8%88%EA%B0%95%EB%A1%9C%201580,경기도,남양주시,진접읍,한식,백반/정식,정식,"남양주,오대쌀,정식",오직미클럽,ozicme-base,,,2026-02-05
콩나물국밥,경기도 가평군 설악면 유명로 1609 1층,"https://map.naver.com/p/entry/place/1997531355?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072051&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1997531355?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072051&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%BD%A9%EB%82%98%EB%AC%BC%EA%B5%AD%EB%B0%A5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B0%80%ED%8F%89%EA%B5%B0%20%EC%84%A4%EC%95%85%EB%A9%B4%20%EC%9C%A0%EB%AA%85%EB%A1%9C%201609%201%EC%B8%B5,경기도,가평군,설악면,한식,국밥/탕,국밥,"한식,국밥",오직미클럽,ozicme-base,,,2026-02-05
큰집보쌈,경기도 수원시 권선구 매곡로 112 1층,"https://map.naver.com/p/entry/place/13429192?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101944&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/13429192?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101944&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%81%B0%EC%A7%91%EB%B3%B4%EC%8C%88%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EA%B6%8C%EC%84%A0%EA%B5%AC%20%EB%A7%A4%EA%B3%A1%EB%A1%9C%20112%201%EC%B8%B5,경기도,수원시 권선구,금곡동,한식,고기/구이,족발,"한식,족발/보쌈,족발",오직미클럽,ozicme-base,,,2026-02-05
키미노돼지국밥,서울특별시 중랑구 중랑천로10길 92 1층,"https://map.naver.com/p/entry/place/1923842456?placePath=%2Fhome&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1923842456?placePath=%2Fhome&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%82%A4%EB%AF%B8%EB%85%B8%EB%8F%BC%EC%A7%80%EA%B5%AD%EB%B0%A5%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%A4%91%EB%9E%91%EA%B5%AC%20%EC%A4%91%EB%9E%91%EC%B2%9C%EB%A1%9C10%EA%B8%B8%2092%201%EC%B8%B5,서울특별시,중랑구,면목동,한식,국밥/탕,국밥,"한식,국밥",오직미클럽,ozicme-base,,,2026-02-05
키토분식,서울특별시 마포구 동교동 201-6,"https://map.naver.com/p/entry/place/1984185113?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601052135&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1984185113?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601052135&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%82%A4%ED%86%A0%EB%B6%84%EC%8B%9D%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%A7%88%ED%8F%AC%EA%B5%AC%20%EB%8F%99%EA%B5%90%EB%8F%99%20201-6,서울특별시,마포구,동교동,아시안,아시안,쌀국수/베트남요리,"아시안,베트남,쌀국수/베트남요리",오직미클럽,ozicme-base,,,2026-02-05
킹샤브샤브,서울특별시 도봉구 우이천로 296 2층 201호,"https://map.naver.com/p/entry/place/1236637429?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072250&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1236637429?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072250&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%82%B9%EC%83%A4%EB%B8%8C%EC%83%A4%EB%B8%8C%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%84%EB%B4%89%EA%B5%AC%20%EC%9A%B0%EC%9D%B4%EC%B2%9C%EB%A1%9C%20296%202%EC%B8%B5%20201%ED%98%B8,서울특별시,도봉구,쌍문동,기타,기타(주점/카페/뷔페/기타),미상,미상,오직미클럽,ozicme-base,,,2026-02-05
탕은이맛,인천광역시 강화군 강화읍 강화대로 420-1,"https://map.naver.com/p/entry/place/1752399414?placePath=%2Fhome&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1752399414?placePath=%2Fhome&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%83%95%EC%9D%80%EC%9D%B4%EB%A7%9B%20%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B0%95%ED%99%94%EA%B5%B0%20%EA%B0%95%ED%99%94%EC%9D%8D%20%EA%B0%95%ED%99%94%EB%8C%80%EB%A1%9C%20420-1,인천광역시,강화군,강화읍,한식,국밥/탕,탕,"한식,탕",오직미클럽,ozicme-base,,,2026-02-05
탕화쿵푸,전라남도 진도군 진도읍 남문길 52,"https://map.naver.com/p/entry/place/1053933197?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101927&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1053933197?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101927&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%83%95%ED%99%94%EC%BF%B5%ED%91%B8%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EC%A7%84%EB%8F%84%EA%B5%B0%20%EC%A7%84%EB%8F%84%EC%9D%8D%20%EB%82%A8%EB%AC%B8%EA%B8%B8%2052,전라남도,진도군,진도읍,한식,국밥/탕,탕,"한식,탕",오직미클럽,ozicme-base,,,2026-02-05
통영횟집,대구광역시 동구 신암로 116,"https://map.naver.com/p/entry/place/1343865187?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072010&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1343865187?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072010&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%86%B5%EC%98%81%ED%9A%9F%EC%A7%91%20%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%8F%99%EA%B5%AC%20%EC%8B%A0%EC%95%94%EB%A1%9C%20116,대구광역시,동구,신암동,해산물,해산물/회,회,"해산물,횟집,회",오직미클럽,ozicme-base,,,2026-02-05
퇴촌중앙갈비,경기도 광주시 퇴촌면 광동리 180,"https://map.naver.com/p/entry/place/1416634808?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072224&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1416634808?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072224&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%87%B4%EC%B4%8C%EC%A4%91%EC%95%99%EA%B0%88%EB%B9%84%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B4%91%EC%A3%BC%EC%8B%9C%20%ED%87%B4%EC%B4%8C%EB%A9%B4%20%EA%B4%91%EB%8F%99%EB%A6%AC%20180,경기도,광주시,퇴촌면,한식,고기/구이,갈비,"한식,갈비",오직미클럽,ozicme-base,,,2026-02-05
파더스김밥,경상남도 양산시 동면 금오16길 100 이지더원3차아파트 상가3동 102호,"https://map.naver.com/p/entry/place/1176259866?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072005&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1176259866?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072005&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%8C%8C%EB%8D%94%EC%8A%A4%EA%B9%80%EB%B0%A5%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%EC%96%91%EC%82%B0%EC%8B%9C%20%EB%8F%99%EB%A9%B4%20%EA%B8%88%EC%98%A416%EA%B8%B8%20100%20%EC%9D%B4%EC%A7%80%EB%8D%94%EC%9B%903%EC%B0%A8%EC%95%84%ED%8C%8C%ED%8A%B8%20%EC%83%81%EA%B0%803%EB%8F%99%20102%ED%98%B8,경상남도,양산시,동면,분식,분식,김밥,"분식,김밥",오직미클럽,ozicme-base,,,2026-02-05
펍앤쿡,서울특별시 서초구 방배로 58 봉심빌딩 1층,"https://map.naver.com/p/entry/place/1837818413?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101945&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1837818413?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101945&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%8E%8D%EC%95%A4%EC%BF%A1%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EB%B0%A9%EB%B0%B0%EB%A1%9C%2058%20%EB%B4%89%EC%8B%AC%EB%B9%8C%EB%94%A9%201%EC%B8%B5,서울특별시,서초구,방배동,주점,기타(주점/카페/뷔페/기타),주류/안주,"주점,펍/바,주류/안주,바,펍",오직미클럽,ozicme-base,,,2026-02-05
품욕소갈비살,경기도 안산시 단원구 초지로 100 세종프라자124호 품육 소갈비살,"https://map.naver.com/p/entry/place/1146331402?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101603&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1146331402?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101603&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%92%88%EC%9A%95%EC%86%8C%EA%B0%88%EB%B9%84%EC%82%B4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%95%88%EC%82%B0%EC%8B%9C%20%EB%8B%A8%EC%9B%90%EA%B5%AC%20%EC%B4%88%EC%A7%80%EB%A1%9C%20100%20%EC%84%B8%EC%A2%85%ED%94%84%EB%9D%BC%EC%9E%90124%ED%98%B8%20%ED%92%88%EC%9C%A1%20%EC%86%8C%EA%B0%88%EB%B9%84%EC%82%B4,경기도,안산시 단원구,초지동,한식,고기/구이,갈비,"한식,갈비",오직미클럽,ozicme-base,,,2026-02-05
풍성한횟집,강원도 삼척시 새천년도로 519,"https://map.naver.com/p/entry/place/36655058?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101946&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/36655058?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101946&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%92%8D%EC%84%B1%ED%95%9C%ED%9A%9F%EC%A7%91%20%EA%B0%95%EC%9B%90%EB%8F%84%20%EC%82%BC%EC%B2%99%EC%8B%9C%20%EC%83%88%EC%B2%9C%EB%85%84%EB%8F%84%EB%A1%9C%20519,강원특별자치도,삼척시,교동,해산물,해산물/회,회,"해산물,횟집,회",오직미클럽,ozicme-base,,,2026-02-05
풍전브런치카페,경상북도 안동시 풍산읍 안교1길 9,"https://map.naver.com/p/entry/place/1370918349?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061133&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1370918349?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061133&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%92%8D%EC%A0%84%EB%B8%8C%EB%9F%B0%EC%B9%98%EC%B9%B4%ED%8E%98%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EC%95%88%EB%8F%99%EC%8B%9C%20%ED%92%8D%EC%82%B0%EC%9D%8D%20%EC%95%88%EA%B5%901%EA%B8%B8%209,경상북도,안동시,풍산읍,카페/디저트,기타(주점/카페/뷔페/기타),커피/음료,"카페/디저트,카페,커피/음료",오직미클럽,ozicme-base,,,2026-02-05
풍전브런치카페,경상북도 안동시 풍산읍 안교리 96,"https://map.naver.com/p/entry/place/1370918349?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061416&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1370918349?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061416&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%92%8D%EC%A0%84%EB%B8%8C%EB%9F%B0%EC%B9%98%EC%B9%B4%ED%8E%98%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EC%95%88%EB%8F%99%EC%8B%9C%20%ED%92%8D%EC%82%B0%EC%9D%8D%20%EC%95%88%EA%B5%90%EB%A6%AC%2096,경상북도,안동시,풍산읍,카페/디저트,기타(주점/카페/뷔페/기타),커피/음료,"카페/디저트,카페,커피/음료",오직미클럽,ozicme-base,,,2026-02-05
플러스김밥,경기도 의왕시 안양판교로 211 104호,"https://map.naver.com/p/entry/place/1372821284?placePath=%2Fhome&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1372821284?placePath=%2Fhome&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%94%8C%EB%9F%AC%EC%8A%A4%EA%B9%80%EB%B0%A5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%9D%98%EC%99%95%EC%8B%9C%20%EC%95%88%EC%96%91%ED%8C%90%EA%B5%90%EB%A1%9C%20211%20104%ED%98%B8,경기도,의왕시,청계동,분식,분식,김밥,"분식,김밥",오직미클럽,ozicme-base,,,2026-02-05
하나로해물찜,경기도 군포시 산본동 93-30 경기도 군포시 산본천로221번길3 2층,"https://map.naver.com/p/entry/place/11612101?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101947&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/11612101?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101947&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%95%98%EB%82%98%EB%A1%9C%ED%95%B4%EB%AC%BC%EC%B0%9C%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B5%B0%ED%8F%AC%EC%8B%9C%20%EC%82%B0%EB%B3%B8%EB%8F%99%2093-30%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B5%B0%ED%8F%AC%EC%8B%9C%20%EC%82%B0%EB%B3%B8%EC%B2%9C%EB%A1%9C221%EB%B2%88%EA%B8%B83%202%EC%B8%B5,경기도,군포시,산본동,아시안,아시안,쌀국수/베트남요리,"아시안,베트남,쌀국수/베트남요리",오직미클럽,ozicme-base,,,2026-02-05
하나스시,서울특별시 서초구 서초대로26길 18,"https://map.naver.com/p/entry/place/1869080845?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601071958&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1869080845?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601071958&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%95%98%EB%82%98%EC%8A%A4%EC%8B%9C%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%84%9C%EC%B4%88%EB%8C%80%EB%A1%9C26%EA%B8%B8%2018,서울특별시,서초구,방배동,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
하동국밥,경상남도 함안군 산인면 함마대로 2303,"https://map.naver.com/p/entry/place/15901959?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101947&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/15901959?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101947&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%95%98%EB%8F%99%EA%B5%AD%EB%B0%A5%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%ED%95%A8%EC%95%88%EA%B5%B0%20%EC%82%B0%EC%9D%B8%EB%A9%B4%20%ED%95%A8%EB%A7%88%EB%8C%80%EB%A1%9C%202303,경상남도,함안군,산인면,한식,국밥/탕,국밥,"한식,국밥",오직미클럽,ozicme-base,,,2026-02-05
하얼빈샤브샤브,부산광역시 기장군 정관읍 정관7로 33-3,"https://map.naver.com/p/entry/place/1679517716?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061420&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1679517716?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061420&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%95%98%EC%96%BC%EB%B9%88%EC%83%A4%EB%B8%8C%EC%83%A4%EB%B8%8C%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B8%B0%EC%9E%A5%EA%B5%B0%20%EC%A0%95%EA%B4%80%EC%9D%8D%20%EC%A0%95%EA%B4%807%EB%A1%9C%2033-3,부산광역시,기장군,정관읍,기타,기타(주점/카페/뷔페/기타),샤브샤브,샤브샤브,오직미클럽,ozicme-base,,,2026-02-05
한국인갈비,경기도 포천시 이동면 화동로 2357,"https://map.naver.com/p/entry/place/1195690262?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072104&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1195690262?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072104&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%95%9C%EA%B5%AD%EC%9D%B8%EA%B0%88%EB%B9%84%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8F%AC%EC%B2%9C%EC%8B%9C%20%EC%9D%B4%EB%8F%99%EB%A9%B4%20%ED%99%94%EB%8F%99%EB%A1%9C%202357,경기도,포천시,이동면,아시안,아시안,쌀국수/베트남요리,"아시안,베트남,쌀국수/베트남요리",오직미클럽,ozicme-base,,,2026-02-05
한마음정육식당,"강원특별자치도 원주시 지정면 신지정로 211, 201호","https://map.naver.com/p/entry/place/1403741180?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061403&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1403741180?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061403&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%95%9C%EB%A7%88%EC%9D%8C%EC%A0%95%EC%9C%A1%EC%8B%9D%EB%8B%B9%20%EA%B0%95%EC%9B%90%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EC%9B%90%EC%A3%BC%EC%8B%9C%20%EC%A7%80%EC%A0%95%EB%A9%B4%20%EC%8B%A0%EC%A7%80%EC%A0%95%EB%A1%9C%20211%2C%20201%ED%98%B8,강원특별자치도,원주시,지정면,한식,정식/백반,백반/정식,"한식,백반/정식,백반",오직미클럽,ozicme-base,,,2026-02-05
한솔곰탕,충청남도 태안군 태안읍 동문3길 17 1층,"https://map.naver.com/p/entry/place/31111724?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072037&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/31111724?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072037&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%95%9C%EC%86%94%EA%B3%B0%ED%83%95%20%EC%B6%A9%EC%B2%AD%EB%82%A8%EB%8F%84%20%ED%83%9C%EC%95%88%EA%B5%B0%20%ED%83%9C%EC%95%88%EC%9D%8D%20%EB%8F%99%EB%AC%B83%EA%B8%B8%2017%201%EC%B8%B5,충청남도,태안군,태안읍,한식,국밥/탕,곰탕/설렁탕,"한식,탕/곰탕,곰탕/설렁탕,탕",오직미클럽,ozicme-base,,,2026-02-05
한신포차,서울특별시 동작구 흑석로 115 2층,"https://map.naver.com/p/entry/place/1963028090?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101948&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1963028090?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101948&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%95%9C%EC%8B%A0%ED%8F%AC%EC%B0%A8%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%99%EC%9E%91%EA%B5%AC%20%ED%9D%91%EC%84%9D%EB%A1%9C%20115%202%EC%B8%B5,서울특별시,동작구,흑석로,주점,기타(주점/카페/뷔페/기타),주류/안주,"주점,펍/바,주류/안주,바,펍",오직미클럽,ozicme-base,,,2026-02-05
한옥집숯불갈비,서울특별시 금천구 시흥대로141길 71,"https://map.naver.com/p/entry/place/1044588978?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101949&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1044588978?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101949&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%95%9C%EC%98%A5%EC%A7%91%EC%88%AF%EB%B6%88%EA%B0%88%EB%B9%84%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B8%88%EC%B2%9C%EA%B5%AC%20%EC%8B%9C%ED%9D%A5%EB%8C%80%EB%A1%9C141%EA%B8%B8%2071,서울특별시,금천구,독산동,한식,고기/구이,갈비,"한식,갈비",오직미클럽,ozicme-base,,,2026-02-05
한옥집숯불갈비,서울특별시 금천구 시흥대로141길 71 한옥집숯불갈비 1층,"https://map.naver.com/p/entry/place/1044588978?placePath=%2Fhome&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1044588978?placePath=%2Fhome&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%ED%95%9C%EC%98%A5%EC%A7%91%EC%88%AF%EB%B6%88%EA%B0%88%EB%B9%84%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B8%88%EC%B2%9C%EA%B5%AC%20%EC%8B%9C%ED%9D%A5%EB%8C%80%EB%A1%9C141%EA%B8%B8%2071%20%ED%95%9C%EC%98%A5%EC%A7%91%EC%88%AF%EB%B6%88%EA%B0%88%EB%B9%84%201%EC%B8%B5,서울특별시,금천구,독산동,한식,고기/구이,갈비,"한식,갈비",오직미클럽,ozicme-base,,,2026-02-05
