상호명,대표주소,네이버플레이스,이미지,지역_시도,지역_시군구,지역_읍면동,식당유형_대,식당유형_세부,주요리_대표,검색태그,네이버검색어,,
일광정담솥밥,제주 제주시 은남1길 31 1층,https://map.naver.com/p/entry/place/1268072144,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240611_285%2F17181041053736AXJo_JPEG%2FKakaoTalk_20240611_195923406_29.jpg,부산,기장군,일광읍,한정식,면요리,소갈비찜 솥밥정식 (2인)/매콤 돼지갈비찜 솥밥정식 (2인)/모둠 생선구이 솥밥정식 (2인)/소불고기 솥밥정식/가자미구이 솥밥정식/고등어구이 솥밥정식/뽈락(열기)구이 솥밥정식,"면,면요리,갈비,한정식",부산 기장군 일광면 솥밥,,
고짚 기장 일광점,제주 제주시 아연로 176,https://map.naver.com/p/entry/place/1871345197,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250914_31%2F1757818480822zgGLi_GIF%2FIMG_4503.gif,부산,기장군,일광읍,"육류,고기요리",면요리,우대갈비 100g 기준/통뼈오겹 100g 기준/된장찌개,"면,면요리,육류,고기요리,탕,갈비",부산 기장군 일광면 솥밥,,
탐복 본점,제주 제주시 아연로 484-9,https://map.naver.com/p/entry/place/1393977743,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260129_181%2F1769649532509PA6XK_PNG%2FIMG_7428.png,부산,기장군,일광읍,한식,면요리,구이반상/기운차림 세트/탐복죽/탐복밥 (곤드레)/탐복밥 (미역)/탐복밥 (톳)/탐복구이/탐복 청주찜/갈비전골 반상/우복탕반 (겨울 계절메뉴),"면,면요리,한식,탕,갈비",부산 기장군 일광면 솥밥,,
꽁양이1061,제주 제주시 서천길 16 카카오네비 or 티맵에 제주용담밭담을 검색해 보시면 길 안내가 가능합니다.,https://map.naver.com/p/entry/place/1804272256,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210821_214%2F1629531275754tHJGl_JPEG%2FxzcKD30NBrOC9nb_I4WGYxJF.jpg,부산,기장군,일광읍,한식,면요리,문경약돌돼지/한우차돌 반반세트/문경약돌돼지세트/한우차돌세트/한우 육회/[점심특선] 돼지갈비찜/[점심특선] 두루치기/[점심특선] 불고기,"회,면,한우,면요리,한식,갈비",부산 기장군 일광면 솥밥,,
뜸솥 부산프리미엄아울렛점,제주 제주시 오라로 80 오라숲소리 한정식,https://map.naver.com/p/entry/place/1503062860,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240920_133%2F1726806320277EsJkl_JPEG%2F%25B6%25E4%25BC%25DC-%25C5%25D7%25B3%25CD%25C6%25AE-%25C0%25CC%25B9%25CC%25C1%25F6-%25BC%25F6%25C1%25A4%25BF%25E4%25C3%25BB-.jpg,부산,기장군,장안읍,한식,고기/구이,민물장어 솥밥/스테이크 솥밥/전복 솥밥/갈비살 솥밥/불고기 소보로 솥밥/볼락&관자 솥밥/명란 아보카도 솥밥/차돌박이 솥밥/표고버섯 솥밥/순살 고등어구이(곁들임),"장어,한식,갈비,고기/구이",부산 기장군 정관읍 솥밥,,
고등어약선음식전문점,제주 제주시 수목원길 65-6 1층,https://map.naver.com/p/entry/place/1971275945,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250313_180%2F1741818703829AUi3b_JPEG%2F1000076042.jpg,부산,기장군,정관읍,"백반,가정식",정식/백반,고등어구이/고등어김치찜/고등어곤드레찜/고등어구이 추가,"백반,가정식,백반/정식,백반,정식/백반",부산 기장군 정관읍 솥밥,,
나든,제주 제주시 연신로 51,https://map.naver.com/p/entry/place/1559558755,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220613_229%2F1655048218863zJDUy_JPEG%2F01236C31-0DC6-4FF4-A900-71D71E519EC4.jpeg,부산,기장군,장안읍,한식,국밥/탕,생선구이 솥밥 정식/갈치찌개 솥밥 정식/고등어찌개 솥밥 정식,"한식,탕,국밥/탕",부산 기장군 정관읍 솥밥,,
일품생선구이,제주 제주시 오복2길 31 오복2길 31,https://map.naver.com/p/entry/place/1154144045,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200810_61%2F15970657688027V8os_JPEG%2FJEKuihBgFWI4cNNe8PRUAtAx.jpg,부산,기장군,일광읍,생선구이,면요리,모듬생선구이(소)-2인공기밥포함/고등어구이ㆍ공기밥/모듬생선구이(중)3인/모듬생선구이(대)4인/우삼겹된장ㆍ공기밥/뚝배기불고기ㆍ공기밥/돌솥밥,"면,생선구이,면요리,삼겹살",부산 기장군 일광면 솥밥,,
고인돌삼겹살 일광점,제주 제주시 구산로 41 제주 제주시아라일동 2386-3,https://map.naver.com/p/entry/place/1709056007,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250728_169%2F1753696342737wU0Lm_JPEG%2F1000050960.jpg,부산,기장군,일광읍,한식,고기/구이,대패 볶음밥(기본)/고인돌1인세트(200g)/고인돌 생삼겹 Set(S (350g))/고인돌 생삼겹 Set(M (550g))/고인돌 생삼겹 Set(L (750g))/혼밥SET/혼밥 SET/고인돌 고기만(300g)/고인돌 고기만/고인돌 삼겹(대패)Set(S (350g)),"면,한식,삼겹살,고기/구이",부산 기장군 일광면 솥밥,,
고스락,제주 제주시 만덕로6길 34 명가일식,https://map.naver.com/p/entry/place/13174352,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20251218_136%2F1766034013643rMx0W_JPEG%2FIMG_2170.jpeg,부산,기장군,장안읍,국밥,면요리,"돼지국밥/우동, 얼큰국밥/순대국밥/얼큰국밥/우동, 돼지국밥/우동, 순대국밥/즉석솥밥 추가","면,면요리,국밥",부산 기장군 일광면 솥밥,,
정관왕감자탕 정관본점,제주 제주시 서광로21길 3 1층,https://map.naver.com/p/entry/place/1825279433,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260120_195%2F17689112210786WGra_JPEG%2FDSC08445.jpg,부산,기장군,정관읍,한식,국밥/탕,고구마순 감자탕 小/남도 묵은지 감자탕小/양념 등갈비구이 一판/뼈 해장국(시래기)/뼈 해장국(묵은지)/고구마순 감자탕 大/고구마순 감자탕 中/남도 묵은지 감자탕 大/남도 묵은지 감자탕 中/볶음밥,"한식,탕,갈비,국밥/탕",부산 기장군 정관읍 솥밥,,
정식당 부산 정관본점,제주 제주시 태성로2길 1,https://map.naver.com/p/entry/place/1643141537,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230111_295%2F1673391417678Yseye_JPEG%2F2.jpg,부산,기장군,정관읍,한정식,정식/백반,연탄고추장불고기 정식/연탄간장불고기 정식/정식당 수육 정식/우동+연탄고추장불고기 SET/우동+간장연탄불고기 SET/우동+수육 SET,"백반/정식,백반,정식/백반,한정식",부산 기장군 정관읍 솥밥,,
삼삼오오 정관점,제주 서귀포시 칠십리로 123 2층 바다를본돼지 제주서귀포점,https://map.naver.com/p/entry/place/1228759300,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240202_85%2F1706859012488XpeD1_JPEG%2F1000002628.jpg,부산,기장군,정관읍,"육류,고기요리",고기/구이,이베리코 모듬구이/항정갈비/직화양념오리/런치)오리불고기정식/런치)갈비정식/오늘잡은삼겹 (100g)/이베리코 꽃목살 (100g)/이베리코 항정살 (100g)/이베리코 황제살 (100g)/항정갈비(100g),"육류,고기요리,삼겹살,갈비,고기/구이",부산 기장군 정관읍 솥밥,,
한다솥 정관점,제주 서귀포시 부두로 35 어멍뚝배기,https://map.naver.com/p/entry/place/2011954362,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250508_153%2F1746687332544lbJkt_JPEG%2FKakaoTalk_20231117_125214123.jpg,부산,기장군,정관읍,한식,고기/구이,갈비솥밥/화덕 고등어구이+계절솥밥/전복솥밥/장어솥밥/항정솥밥/연어솥밥/대게솥밥/소불고기솥밥/화덕 삼치구이+계절솥밥/화덕 갈치구이+계절솥밥,"장어,한식,갈비,고기/구이",부산 기장군 정관읍 솥밥,,
황금정원 솥밥,제주 서귀포시 1100로49번길 28-19,https://map.naver.com/p/entry/place/1226469739,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241210_209%2F1733817436015joSkr_JPEG%2FIMG_4417.jpeg,부산,기장군,정관읍,"백반,가정식",정식/백반,게장세트정식/세트메뉴(A~D)/생선정식/게장정식/돈까스/새우튀김/가오리찜/소라숙회/무침,"백반,가정식,회,백반/정식,백반,정식/백반",부산 기장군 정관읍 솥밥,,
삼학도 광교점,제주 서귀포시 중문관광로 323 1층 중문생선구이,https://map.naver.com/p/entry/place/19214160,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250925_74%2F1758781723419jywsr_GIF%2F%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA%25BF%25F2%25C2%25A9.gif,경기,수원시,원천동,생선회,해산물/회,봄제철 도다리쑥국/새조개샤브샤브(예약필수)/대방어회(겨울제철메뉴)/굴회(통영산지직송)/굴전(통영산지직송)/굴회무침(통영산지직송)/생대구맑은탕(2인)/삼학도 코스요리/해신탕 대 (1시간전 예약필수)/회정식 1인(NEW),"회,생선회,탕,해산물/회,샤브샤브",경기 수원시 영통구 솥밥,,
송하원,제주 서귀포시 중문관광로 332 가람돌솥밥,https://map.naver.com/p/entry/place/16889401,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241030_235%2F1730265214856Gakdt_JPEG%2F20240712_132300.jpg,부산,기장군,철마면,"육류,고기요리",면요리,한우모듬 700g/꽃 살 100g/안거미 100g/안창살 100g/갈비살 100g/낙엽살 100g/등 심 100g/안 심 100g/치마살 100g/차돌박이 100g,"면,한우,면요리,육류,고기요리,갈비",부산 기장군 일광면 솥밥,,
아홉산 돼지갈비,제주 서귀포시 천제연로 357 소담명가찰솥밥,https://map.naver.com/p/entry/place/1033727610,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250828_256%2F1756341219830SSUNL_PNG%2F1.png,부산,기장군,정관읍,"육류,고기요리",고기/구이,[평일특선]한돈 돼지양념갈비 한상/[주말특선]한돈 돼지양념갈비 한상/[평일특선]한우양념갈비살 한상/[주말특선]한우양념갈비살 한상/[평일특선]투뿔한우 등심120g 한상/[주말특선]투뿔한우 120g 한상/한돈 돼지양념갈비200g/한우 양념갈비살 200g/1++한우 스페셜모듬100g,"한우,육류,고기요리,갈비,고기/구이",부산 기장군 정관읍 솥밥,,
샵52,제주 서귀포시 구산봉로 61 1층 별돈별 중문귤밭점,https://map.naver.com/p/entry/place/2080259520,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250604_106%2F1749003965148KtueG_JPEG%2FIMG_3591.JPG,부산,기장군,정관읍,오리요리,고기/구이,"오리탕 (소) , (대)/생오리숯불구이/생오리양념불고기/얼큰사브칼국수/생오리야채소금구이/평일점심특선)오리불고기 정식","칼국수,면,탕,오리요리,고기/구이",부산 기장군 정관읍 솥밥,,
참맛우리돼지,제주 서귀포시 천제연로 268 1층 103호,https://map.naver.com/p/entry/place/876576136,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240722_105%2F1721632447301hpIh3_JPEG%2F1527251246585.jpg,부산,기장군,정관읍,"육류,고기요리",고기/구이,점심-생대패정식/참맛세트600g/2인모듬600g세트/4인모듬세트1000g/참맛모듬한판600g 치즈2pcs/숙성삼겹한판 400g/숙성목살한판 400g/참맛삼겹목살반반 400g/참맛특수부위한판400g/한우갈비살한판300g,"한우,육류,고기요리,삼겹살,갈비,고기/구이",부산 기장군 정관읍 솥밥,,
보배쭈꾸미 정관점,제주 서귀포시 일주서로 915,https://map.naver.com/p/entry/place/1068891396,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241121_106%2F1732182941523AhxPh_JPEG%2FKakaoTalk_20241023_183003488.jpg,부산,기장군,정관읍,주꾸미요리,해산물/회,,"주꾸미요리,낙지,해산물/회",부산 기장군 정관읍 솥밥,,
가야부처스 양산점,제주 서귀포시 색달중앙로 23 1층,https://map.naver.com/p/entry/place/2065361551,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250826_191%2F1756188617829iLE7y_JPEG%2FKakaoTalk_20250826_150328666_02.jpg,경남,양산시,덕계동,소고기구이,고기/구이,부처스 0.1%스페셜/(평일점심특선)한우마늘양념갈비set/(점심특선)한우 전골/한우 갈비살/한우 즉석 마늘양념갈비/한우 채끝살/한우 알등심/한우 안심살/한우 부채살/한우 치마살,"한우,탕,갈비,고기/구이,소고기구이",부산 기장군 정관읍 솥밥,,
황금코다리 양산덕계점,제주 서귀포시 중문관광로 90 제주청기와장어,https://map.naver.com/p/entry/place/1011382738,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250617_176%2F17501268507384oBlH_JPEG%2F0.jpg,경남,양산시,평산동,"해물,생선요리",고기/구이,코다리정식 평일점심특선/코다리조림 점심솥밥특선/코다리시래기조림/코다리해물조림/코다리조림/코다리묵은지조림/코다리우삼겹조림/코다리갈비조림/치즈돈까스/등심돈까스,"삼겹살,해물,생선요리,갈비,고기/구이",부산 기장군 정관읍 솥밥,,
솔향정 삼색 왕갈비탕 대한민국본점,제주 서귀포시 중산간서로157번길 28-6 1층,https://map.naver.com/p/entry/place/1695808935,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250509_6%2F1746758888730Cwr7K_PNG%2F1000018825.png,경남,양산시,평산동,한식,고기/구이,삼색왕갈비탕 정식(영양가마솥밥포함)/간장갈비찜 (맵기조절가능)/매운갈비찜 (맵기조절가능)/치즈 매운갈비찜 (맵기조절가능)/소갈비찜 정식(영양가마솥밥포함)/한우소머리진곰탕/메밀전병/만두/영양가마솥밥/공기밥,"한우,한식,탕,갈비,곰탕/설렁탕,고기/구이",부산 기장군 정관읍 솥밥,,
양재창찜갈비왕갈비탕,제주 서귀포시 대정읍 대한로 33,https://map.naver.com/p/entry/place/19378307,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250812_115%2F1754980465266VJNOA_JPEG%2F%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA012_%25BC%25F6%25C1%25A4.jpg,경남,양산시,덕계동,갈비탕,고기/구이,🍗감칠맛폭탄 매운찜갈비(작은거)🍗/🍖미친고기폭탄 왕갈비탕🍖/🥩감칠맛폭탄 찜갈비솥밥정식🥩/🍛냉갈 세트 (냉면 + 미니갈비탕)/🥘가성비 폭탄 커플세트🥘/🫕패밀리세트🫕/🥓간장갈비찜(작은거)🥓/🍜물냉면🍜/🍜비빔냉면🍜/🍜불냉면🍜,"면,탕,갈비,갈비탕,고기/구이",부산 기장군 정관읍 솥밥,,
단정 제주공항,경기 수원시 팔달구 수성로157번길 41-13 1층,https://map.naver.com/p/entry/place/2036754774,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250923_234%2F1758592757000UDqiK_JPEG%2F%25B4%25DC%25C1%25A4%25B8%25DE%25C0%25CE%25C0%25CC%25B9%25CC%25C1%25F6.jpg,제주,제주시,용담이동,한식,고기/구이,소고기 스테이트 솥밥/제주 직화 제육 솥밥/청정 고등어 솥밥/콩나물 소보로 솥밥/갓 우동/갓우동 유부초밥 세트/가지소보로 솥밥/꼬막 솥밥,"한우,한식,초밥,고기/구이",제주 제주시 연동 솥밥,,
동귀리갈칫집 신제주공항본점,세종 보듬7로 61 1층,https://map.naver.com/p/entry/place/1013261851,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250923_131%2F1758620709181KYbIv_GIF%2F%25B5%25BF%25B1%25CD%25B8%25AE%25B0%25A5%25C4%25A9%25C1%25FD_%25BF%25B5%25BB%25F3_1.gif,제주,제주시,노형동,한식,정식/백반,동귀1리/동귀2리/동귀3리/5~8세(동귀3리기준)/제주갈치조림정식/제주명품옥돔구이/고등어구이/제주갈치구이/명태회무침 추가/제주흑돼지간장볶음,"회,백반/정식,한식,백반,정식/백반",제주 제주시 노형동 솥밥,,
담아래 본점,세종 보듬3로 8-27 새한빌딩 203호,https://map.naver.com/p/entry/place/1019478965,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260102_295%2F1767330745515a55Ug_JPEG%2FKakaoTalk_20260102_141140324.jpg,제주,제주시,노형동,한정식,정식/백반,간장딱새우밥/뿔소라톳밥/한라버섯밥/꿀꿀김치밥/지슬곤드레밥,"백반/정식,백반,정식/백반,한정식",제주 제주시 노형동 솥밥,,
흑돈가 제주본점,세종 나성로 133-9 NS타워 3층 304호,https://map.naver.com/p/entry/place/11853682,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250618_276%2F1750228590140STCUj_JPEG%2F%25C8%25E6%25B5%25B7%25B0%25A1%25B8%25DE%25C0%25CE%25BB%25E7%25C1%25F8.jpeg,제주,제주시,노형동,돼지고기구이,고기/구이,크리스마스 연말 메뉴/제주1호취급인증 흑돼지생구이 180g/흑돼지 양념구이 (300g)/아주 특별한 흑돼지 점심정식/오랜만에 부모님과 점심은 한우버섯전골/흑돈가 최고의 후식 자가제면 냉면/돌솥비빕밥/한우육회 돌솥비빕밥/항정살 (160g)/가브리살 (160g),"회,면,한우,돼지고기구이,탕,고기/구이",제주 제주시 노형동 솥밥,,
일품순두부 제주노형점,세종 새롬중앙로 34,https://map.naver.com/p/entry/place/443175165,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191125_296%2F1574691316481q61nj_JPEG%2F7ypbtTygMY4Woe4MhOB6Iv2h.jpg,제주,제주시,노형동,두부요리,국밥/탕,매생이굴순두부/내장순두부/소모듬순두부/전골두부4조각/두부김치두부4조각/일품순두부/해물순두부/섞어순두부/굴순두부/조개순두부,"두부요리,탕,국밥/탕,순두부",제주 제주시 노형동 솥밥,,
동막골연동점,세종 절재로 154 1층 E13호,https://map.naver.com/p/entry/place/1284070031,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241016_185%2F1729042490530TvhiU_JPEG%2FIMG_9287.jpeg,제주,제주시,연동,한식,국밥/탕,동태탕+찰솥밥+생김치/봉평 메밀 막국수 (물)/봉평 메밀 막국수 (비빔)/메밀 들깨칼국수/두부사리 추가/동태 고니 추가/콩나물+미나리 추가/찰솥밥 추가/구름 계란찜/메밀전병 (2줄),"칼국수,면,한식,탕,국밥/탕",제주 제주시 노형동 솥밥,,
정실곤드레집,세종 만남로3길 69 bt빌딩 1층,https://map.naver.com/p/entry/place/21092198,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNTA3MzFfMTI5%2FMDAxNzUzOTYyMTUzOTE3.hEMEsD39g4eSOrPCy8tmrqi3Jy5P6apIZSyfjSLVrv0g.NqfaYdvjnT7z0FQCd7c_ZVT_30ouZKXMLbKxGHkUKXYg.JPEG%2F20250726_112605.jpg.jpg,제주,제주시,오라이동,한식,고기/구이,곤드레솥밥/전복솥밥/보리굴비정식/더덕구이/고등어구이 (한마리)/돔베고기,"한식,고기/구이",제주 제주시 노형동 솥밥,,
만배성한정식,경기 수원시 영통구 광교중앙로 145 지하1층 4호,https://map.naver.com/p/entry/place/13444853,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240426_64%2F1714116627628w9up8_JPEG%2F1.jpg,제주,제주시,아라일동,한식,정식/백반,특A코스 (4人이상/1인가격)/A코스 (2人이상/1인가격)/B코스 (2人이상/1인가격)/C코스 (2人이상/1인가격)/점심특선 (2人이상)-주중만/점심특선 (2人이상/도민)-주중만/한정식 케이터링 A (18종)/한정식 케이터링 B (15종)/1층 뷔페(대관)/출장뷔페,"백반/정식,한식,백반,정식/백반",제주 제주시 노형동 솥밥,,
용담밭담,경기 수원시 영통구 광교중앙로 124 9층,https://map.naver.com/p/entry/place/1327726911,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230820_276%2F1692496515774q4E6u_JPEG%2FDSC09265%25281000%2529.jpg,제주,제주시,용담이동,한정식,두루치기,★제주 황게장 온라인 판매★/황게간장게장정식/갈치조림정식+옥돔/옥돔정식/갈치조림정식+고등어구이/고등어조림정식+옥돔/흑돼지두루치기정식+옥돔,"두루치기,한정식",제주 제주시 노형동 솥밥,,
오라숲소리 한정식,경기 용인시 기흥구 청명산로 136,https://map.naver.com/p/entry/place/34263014,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250703_197%2F1751527947362WrXgf_PNG%2F%25C1%25A6%25B8%25F1%25C0%25BB-%25C0%25D4%25B7%25C2%25C7%25D8%25C1%25D6%25BC%25BC%25BF%25E4_-001_-_2025-07-03T162933.601.png,제주,제주시,오라이동,한정식,정식/백반,매화상/국화상/목련상/모란상(사진준비중)/제주돼지 샤브/소고기 샤브/연잎밥 정식/닭곰탕/제주뼈해장국,"백반/정식,한우,탕,백반,정식/백반,곰탕/설렁탕,한정식",제주 제주시 노형동 솥밥,,
작가의부엌,경기 수원시 영통구 센트럴타운로 85 2층 A210호,https://map.naver.com/p/entry/place/1357671044,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20251021_295%2F1761014178279C3yeN_JPEG%2FKakaoTalk_20251021_113137157_03.jpg,제주,제주시,연동,한식,중식당,"한중식,향토뷔페(성인) 점심/한식중식,향토뷔페 (초등학생) 점심/아동 - (36개월~미취학) 점심/저녁타임/단체예약제로만 운영","한식,중식당",제주 제주시 노형동 솥밥,,
장모식탁,경기 수원시 영통구 센트럴타운로 85 2층,https://map.naver.com/p/entry/place/1031846776,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20251219_286%2F1766107399317hJmGY_JPEG%2FIMG_0187.jpeg,제주,제주시,이도이동,한식,정식/백반,장모정식(전복돌솥밥)/돌솥밥/곤드레돌솥밥/전복돌솥밥,"백반/정식,한식,백반,정식/백반",제주 제주시 이도이동 솥밥,,
모이세해장국 법원점,"경기 수원시 팔달구 월드컵로 310 상업시설1,2층 (우만동 산9-2)",https://map.naver.com/p/entry/place/1030733686,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240415_225%2F1713168656391KLRSq_JPEG%2F20240405_155008.jpg,제주,제주시,이도이동,해장국,국밥/탕,모이세 해장국/소 내장탕/소고기 순두부 (찰솥밭 제공),"한우,탕,해장국,국밥/탕,순두부",제주 제주시 이도이동 솥밥,,
제주동백을담다,경기 수원시 장안구 하률로 11,https://map.naver.com/p/entry/place/1013708027,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230707_248%2F16887092154154Wx8q_JPEG%2FIMG_1731.jpeg,제주,제주시,아라일동,한식,고기/구이,몸국+솥밥/고사리육개장+솥밥/[시원한여름맛]자리물회/[시원한여름맛]한치물회/[히트메뉴]산낙지물회/성게미역국+솥밥/동백모둠/고기반/순대/산낙지,"회,한식,낙지,고기/구이",제주 제주시 이도이동 솥밥,,
명가일식,경기 성남시 분당구 수내로 39 분당지웰푸르지오 2층 220호,https://map.naver.com/p/entry/place/20132635,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20251110_252%2F1762703232178rOKUc_JPEG%2F6268.jpg,제주,제주시,일도일동,"초밥,롤",국밥/탕,전복돌솥밥/머리지리/모듬초밥/알탕/자리물회/우럭매운탕/우럭지리/특사시미/모듬물회/메로지리,"회,초밥,롤,탕,초밥,국밥/탕",제주 제주시 이도이동 솥밥,,
예진돈솥밥,경기 성남시 분당구 대왕판교로 187 인스코빌딩 A동,https://map.naver.com/p/entry/place/12915970,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240416_31%2F1713219387903iDTuh_JPEG%2F1000017009.jpg,제주,제주시,삼도일동,"육류,고기요리",고기/구이,제주산 근고기정식(200g)/오겹살(230g),"육류,고기요리,고기/구이",제주 제주시 이도이동 솥밥,,
행운정갈비,경기 성남시 분당구 분당내곡로 117 그레이츠판교 지하1층 108호,https://map.naver.com/p/entry/place/1918021276,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240826_282%2F1724655723412eFVlf_JPEG%2FIMG_7691.jpeg,제주,제주시,일도이동,"육류,고기요리",고기/구이,소생갈비(300g) / 한정판매/소 양념갈비(300g)/돼지생갈비 (250g)/뼈양념갈비(350g)/돼지목살양념구이 (300g)/돼지생오겹살(200g)/돼지생목살 (200g),"육류,고기요리,갈비,고기/구이",제주 제주시 이도이동 솥밥,,
바다를본돼지 서귀포올레시장점,경기 성남시 분당구 황새울로 315,https://map.naver.com/p/entry/place/1258606233,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250909_285%2F175738458399045Pey_GIF%2F%25B9%25D9%25BC%25AD%25BF%25F2%25C2%25A9.gif,제주,서귀포시,서귀동,돼지고기구이,고기/구이,열무비빔국수/동치미열무국수/바다본 흑돼지2인(550g)+멜조림/바다본 런치메뉴(성인 인당 주문가능)/추가) 멜조림(멸치조림)/추가) 흑오겹살(180g)/추가) 흑목살(180g)/전복뚝배기(공깃밥 별도)/해물된장찌개(공깃밥 별도)/흑돼지김치찌개(공깃밥 별도),"면,돼지고기구이,탕,고기/구이",제주 서귀포시 서귀동 솥밥,,
